,Text,Speaker,Season
832, We got to be Tuco. Alright cut out the middle man run our own game.,Hank,3
833, Do you want to... [motions for Krazy-8 to turn around so he can unlock the chain. Krazy-8 turns around] So youre not angry?,Walter,1
834, Hey hey! What the hell yo? I thought this was just a wake-up call!,Jesse,4
835, You are joking right? If I gave you that money you would be dead inside of a week.,Walter,5
836, Corner the market then raise the price. Simple economics.,Walter,2
837, Look you remember Emilio? Kay this dude got Emilio off like twice. Kay both times they had him dead to rights yo and then poof. Dudes like Houdini. Seriously when the going gets tough you dont want a criminal lawyer all right? You want a criminal lawyer. You know what Im saying?,Jesse,2
838, Doctor my wife is seven months pregnant with a baby we didnt intend. My fifteen-year old son has cerebral palsy. I am an extremely overqualified high school chemistry teacher. When I can work I make $43700 per year. I have watched all of my colleagues and friends surpass me in every way imaginable. And within eighteen months I will be dead. And you ask why I ran?,Walter,4
839, No? Thats not the point?,Hank,5
840, I dont know what youre talking about.,Hank,1
841, Wait so is it two or is it three?,Walter,4
842, Hey I said I was sorry alright? I just need my half of the money and Ill go!,Hank,3
843, Have a seat. Please. [Gus sits down across from Walt] I would like to know why you wouldnt meet with me yesterday.,Walter,3
844, Man cmon!,Hank,2
845, How significant?,Jesse,2
846, Sooner or later this is gonna happen. If you want your exponential growth guys are gonna get busted. Simple as that.,Hank,2
847, Yo Im really sorry okay?,Jesse,3
848, Long story. Lets just say it starts with my parents being greedy kleptomaniac douchebags.,Hank,2
849, You said it yourself.,Walter,2
850, Who said anything about you?,Jesse,4
851,,Walter,4
852, Oh I know. I know youre not. Cause I asked her. It really took me forever to get in touch with her. She was ducking my calls for weeks. So I finally left a message What exactly is going on between you and my husband? I thought thatd get her attention and it did. So she called me back and she finally told me. The money? For your treatment? Gretchen and Elliott didnt give you a dime. They paid for nothing. You refused every offer they made you but that didnt make sense because I checked with Delcavoli in the hospital and not including your surgery were nearly paid up. Over $100000. Out of where? Out of thin air? But then I called your mother. Yeah. Thanks for that too. But I thought yknow maybe she has some money that I dont know about? Maybe she contributed? Its possible. It turns out that not only is the money not your mother she didnt even know that you have cancer. You never went to see her. I dropped you at the airport I picked you up you were gone for four days and yet she swears that you were never there. Lies on top of lies on top of lies.,Skyler,2
853, Funyuns are awesome.,Hank,4
854, What if Skyler had seen you huh? What then? What was the plan then genius? Hm?,Walter,5
855, You still wanna cook? Seriously?,Hank,3
856, You are joking right? If I gave you that money you would be dead inside of a week.,Walter,2
857, So whatre you saying? Like I shot someone with like a gun?,Jesse,4
858, Were not charging enough.,Walter,5
859, Yes!,Jesse,5
860, A robot?,Jesse,4
861, So this is what? Blackmail?,Walter,2
862, Yo man look Im off the heroin. I didnt even like it anyway it made me sick. And the meth yknow I could take it or leave it. Im clean Mr. White. For real.,Hank,5
863, Look its got five bullets. I finally figured out how to...[Jesse struggles to open the gun]...look I just finally...[Jesse gives up]...I figured it out. I say we get a second gun. Right? For you? I mean dont we like double our chances? I mean mathematically?,Jesse,5
864, [sarcastically] Ooh this is the guy youd hire.,Walter,4
865, My rainy day fund $68000 okay? Cue ball son of a bitch laughed in my face. Now I got like eighty bucks to my name.,Jesse,5
866, Im just saying if you ever...saw your way clear to...you know you and I...cooking a little more.,Jesse,1
867, Yeah? You shot an ounce? In a day and a half?,Jesse,5
868, Tell you what?,Walter,2
869, Because he does what I say. Because I can trust him.,Walter,4
870, Im not out of the woods yet not by any stretch...but options is the word they keep bandying about.,Walter,2
871, in rushing tone] I woke up. I found her. Thats all I know. I woke up. I found her. Thats all I know.,Hank,5
872, - No dont you see how great this is? Look you.. You are a --,Walter,5
873, [kicking Tuco into the shallow pit] Whos the bitch now?!,Hank,4
874, More for me.,Hank,4
875, I told you not to change the channel Man!,Hank,2
876, Long story. Lets just say it starts with my parents being greedy kleptomaniac douchebags.,Hank,5
877, You know what? Screw this. Im walking. You can come or not. Wheres my other shoe?,Jesse,3
878, Snap out of it. All right first off everything you did you did for your family. Right?,Hank,4
879, Marie...,Skyler,5
880, God...,Walter,2
881, [to Skyler] Our son doesnt know who Boz Scaggs is. We have failed as parents.,Walter,2
882, Yeah. I would waste him too yo.,Jesse,2
883, Think think. Lets just bum rush him man. You know you crack him over the head with something and Ill go for his gun.,Hank,4
884, Ooooh wire.,Hank,5
885, Because it was illegal.,Walter,1
886, Yeah. I would waste him too yo.,Hank,5
887, Okay now we...I mean what do we...Oh! Hey I almost forgot. [Jesse hands Walter a paper bag filled with money] So how do you want to...yknow...proceed in light of this kickass news?,Jesse,2
888, Right on. New Zealand thats where they uh thats where they made Lord of the Rings! I say we just move there yo! I mean you could do your art right? Like you could like paint the local castles and shit and I can be a bush pilot!,Jesse,4
889, What you said in the desert I get it. What you meant. I deserve whatever happens.,Hank,2
890, No he just walks backwards.,Hank,2
891, How much did you get for the deal?,Jesse,3
892, Your half? There is no your half of the money! There is only my all of it do you understand?! Why why should I be penalized because of your sloppiness?!,Walter,3
893, Alright I will admit to a bit of a learning curve.,Walter,5
894, Oh-ho!,Jesse,3
895, This is conjecture?,Jesse,5
896, Cyber-begging thats all that is. Just rattling a little tin cup to the entire world.,Walter,5
897, No. You flunked me; remember?,Jesse,1
898, Snap out of it. All right first off everything you did you did for your family. Right?,Hank,5
899, Yeah? Well you dont get to vote.,Hank,3
900, You mean good? You mean like good good? You mean like remission good?,Hank,5
901, This is conjecture?,Hank,4
902, Um...well its kind of funny. When I got my diagnosis – cancer – I said to myself yknow Why me? And then the other day when I got the good news I said the same thing. [The party guests are silent with confusion] Anyway uh thank you for coming and...enjoy.,Walter,2
903, Pay phone middle of nowhere nobody followed. So howd it go?,Jesse,3
904, I got profile now yo. Dont you get that? DEAs up my ass. [takes a sip of his beer] No Im not exposing myself to that level of risk for chump change. - No way.,Jesse,3
905, ...A battery.,Walter,2
906, A robot?,Hank,2
907, Jesus I dont wanna die! NO!,Hank,4
908, Yeah yeah I got a bunch of em!,Hank,3
909, It is impeccable. It is the purest most chemically sound product on the market anywhere.,Walter,4
910, You need to cut out all your loser crybaby crap right now and think of something scientific!,Hank,5
911, Is New Zealand part of Australia?,Jesse,5
912, Oh thank God!,Jesse,4
913, Mr. White you kicked its ass yo! [Walter motions for Jesse to quiet down] No! You must be so psyched!,Jesse,3
914, Let him bleed.,Walter,4
915, No no chili P is my signature man!,Hank,1
916, I beg your pardon? This is a partnership remember?,Walter,2
917, You said you were just doing some ride-along! Yes or no do you have a brother in the DEA?,Jesse,1
918, Its clean.,Hank,5
919, Nobody! What are you nuts?,Hank,1
920, All right all right...,Hank,4
921, He sells you pot?,Skyler,1
922, Why would I do that?,Walter,5
923, Tuco...,Walter,5
924, Oh my conjecture isnt helping?,Jesse,3
925, Well my guess was Gretchen Schwartz. Something was going on between you. I just knew.,Skyler,2
926, Whatd you do huh? Shes lying there dying and where the hell are you?,Jesse,2
927, What is wrong with you? Why are you blue? Aw Jesus...,Walter,3
928, Alright tell you what. Both of you pull it out your butts right now or I go grab a flashlight and some pliers and go exploring.,Jesse,3
929, Little rich girl just adding to your millions.,Walter,2
930, No please no! God please no! Oh God I dont wanna die!,Jesse,4
931, Ooooh wire.,Hank,4
932, I dont know. I swear I dont know. I no I it maybe it was I did change the channel on his TV but uh...,Walter,3
933, The blow fish puffs up okay? The blow fish puffs himself up four five times larger than normal but why? Why does he do that? Because it makes him intimidating thats why. Intimidating so that the other scarier fish are scared off and thats you. You are a blow fish. Dont you see? Its just all–all an illusion. Its nothing but air. Now who messes with the blow fish Jesse?,Walter,5
